Time,Dialog,Character,LastTime,TimePreWord
417.9933,It depends.,Girl,0.5627441,0.1875814
418.556,Depends on what?,MainCharacter,0.4640198,0.1160049
419.02,Whether the sky is sad or not.,Girl,0.8613281,0.107666
442.691,Could I ...,None,0.5633545,0.1408386
443.2544,No. ,None,0.4140625,0.1380208
448.7606,Hey,MainCharacter,1.308746,0.6543732
450.0693,What?,Girl,0.6960754,0.3480377
450.7654,Well...Nothing,MainCharacter,0.4471741,0.223587
451.795,Hey,MainCharacter,0.3978577,0.1989288
452.1929,What?,Girl,0.5133057,0.2566528
452.7062,Well...Nothing,MainCharacter,0.3644409,0.1822205
453.3688,Hey,MainCharacter,0.6611023,0.3305511
454.0299,What?,Girl,0.3312683,0.1656342
454.3612,Well...Nothing,MainCharacter,0.4970093,0.2485046
464.9053,Hey,MainCharacter,0.4474182,0.2237091
465.3527,What?,Girl,0.3808899,0.1904449
465.7336,Well...Nothing,MainCharacter,0.364502,0.182251
466.4818,Hey,MainCharacter,0.8451538,0.4225769
467.3269,What?,Girl,0.2400818,0.1200409
467.567,Well...Nothing,MainCharacter,0.4472961,0.2236481
470.0534,Could I ...,None,0.4141846,0.1035461
470.4676,No. ,None,0.3313293,0.1104431
474.162,Could I ...,None,0.4472961,0.111824
474.6093,No. ,None,0.2650452,0.08834839
481.4691,THE ROAD’S BLOCKED,MainCharacter,0.8283386,0.2070847
482.2974,COME WITH ME- THIS WAY.,Girl,0.5529175,0.09215292
483.2837,Do you like Rain?,MainCharacter,0.7783203,0.1556641
484.062,It depends.,Girl,0.4475403,0.1491801
484.5096,Depends on what?,MainCharacter,0.4139099,0.1034775
484.9235,Whether the sky is sad or not.,Girl,0.4141846,0.05177307
498.9115,HEY,Girl,0.6021729,0.3010864
499.5137,WHAT?,MainCharacter,0.5146484,0.2573242
500.0284,WANT SOME MUSIC?,Girl,0.6657104,0.1664276
500.6941,Er..,MainCharacter,0.5114441,0.255722
501.2055,What kind of music do you like?,Girl,0.7778625,0.09723282
501.9834,Pop?,Girl,0.6039734,0.3019867
502.5873,Rock? Classic?,Girl,0.4880066,0.1626689
503.0753,**RAIN** I LIKE the song have a 'rain' in its name.,MainCharacter,1.555389,0.1296158
504.6307,Here you are. my music player.,Girl,0.8018188,0.1145455
505.4326,Choose a song you like.,Girl,0.5300598,0.0883433
533.183,Do you like her voice?,Girl,0.786377,0.1310628
533.9694,Yes. It's nice. ,MainCharacter,0.5629272,0.1125854
534.5323,Well- it breaks my heart.,Girl,0.6078491,0.1013082
537.1863,Do you like her voice?,Girl,0.6437378,0.1072896
537.83,Yes. It's nice. ,MainCharacter,0.4951782,0.09903564
538.3252,Well- it breaks my heart.,Girl,0.2615356,0.04358928
595.7781,Hey,MainCharacter,0.1516113,0.07580566
595.9297,What?,Girl,0.541626,0.270813
596.4713,Well...Nothing,MainCharacter,0.4042358,0.2021179
647.6595,Do you like Rain?,MainCharacter,0.2169189,0.04338379
648.3292,It depends.,Girl,0.3508911,0.1169637
648.7004,Depends on what?,MainCharacter,0.4335938,0.1083984
649.134,Whether the sky is sad or not.,Girl,0.2611694,0.03264618
