Time,Dialog,Character,LastTime,TimePreWord
566.5651,No. ,None,2.203369,0.7344564
568.7685,Hey- see you again.,MainCharacter,0.8945923,0.1789185
569.6631,OH- HI. ARE YOU FOLLOWING ME?,Girl,1.209717,0.1728167
570.8728,I’M ...NO..I’M JUST ,MainCharacter,0.9273682,0.1854736
571.8002,I’M KIDDING. NO WORRIES. I RECOGNIZE YOU- I THINK WE LIVED IN THE SAME NEIGHBORHOOD.,Girl,3.301147,0.2063217
575.1013, YOU LOOK FAMILIAR TO ME TOO. BUT I DONT THINK I VE SEEN YOU.  JUST FAMILIAR. ,MainCharacter,2.799744,0.1399872
577.9011,WANT A RIDE?,Girl,0.7790527,0.1947632
578.6801,WHAT?,MainCharacter,0.496582,0.248291
579.1767,I SAW YOU DON'T HAVE AN UMBRELLA. AND WE LIVE CLOSE. I THINK WE CAN GO TOGETHER.,Girl,2.07135,0.115075
581.248,OF COURSE. THANK YOU!,MainCharacter,0.4967041,0.09934082
582.0615,Hey,MainCharacter,2.037476,1.018738
584.0989,What?,Girl,0.5802002,0.2901001
584.6791,Well...Nothing,MainCharacter,0.5629272,0.2814636
587.1971,Hey,MainCharacter,0.612793,0.3063965
587.8099,What?,Girl,0.5467529,0.2733765
588.3566,Well...Nothing,MainCharacter,5.126099,2.563049
602.2698,Hey,MainCharacter,4.595337,2.297668
606.8651,What?,Girl,0.4804688,0.2402344
607.3456,Well...Nothing,MainCharacter,0.546814,0.273407
617.8452,WHAT AN EVENING HUH~? ,MainCharacter,1.109314,0.1848857
618.9545,YEP,ThisCharacter,0.6871948,0.3435974
619.9481,WHAT AN EVENING HUH~? ,MainCharacter,2.816345,0.4693909
622.7645,YEP,ThisCharacter,0.5633545,0.2816772
630.1867,Hey,MainCharacter,0.8021851,0.4010925
630.9889,What?,Girl,0.7463989,0.3731995
631.7353,Well...Nothing,MainCharacter,0.9434814,0.4717407
662.2307,Do you like Rain?,MainCharacter,0.5464478,0.1092895
662.7772,It depends.,Girl,0.7200317,0.2400106
663.4972,Depends on what?,MainCharacter,0.8358154,0.2089539
664.333,Whether the sky is sad or not.,Girl,0.9129028,0.1141129
665.5275,Do you like Rain?,MainCharacter,1.100159,0.2200317
666.6277,It depends.,Girl,0.5709229,0.1903076
667.1986,Depends on what?,MainCharacter,0.7454834,0.1863708
667.9441,Whether the sky is sad or not.,Girl,0.6374512,0.0796814
728.3904,Hey,MainCharacter,1.225891,0.6129456
729.6163,What?,Girl,0.6466675,0.3233337
730.263,Well...Nothing,MainCharacter,0.5958252,0.2979126
740.4513,Do you like Rain?,MainCharacter,0.8776855,0.1755371
741.329,It depends.,Girl,0.4804077,0.1601359
741.8094,Depends on what?,MainCharacter,1.448181,0.3620453
743.2576,Whether the sky is sad or not.,Girl,0.3806152,0.0475769
749.9836,THE ROAD’S BLOCKED,MainCharacter,1.142578,0.2856445
751.1262,COME WITH ME- THIS WAY.,Girl,0.6464233,0.1077372
756.8262,Do you like Rain?,MainCharacter,1.706177,0.3412353
758.5323,It depends.,Girl,0.3810425,0.1270142
758.9134,Depends on what?,MainCharacter,0.3225708,0.0806427
759.236,Whether the sky is sad or not.,Girl,0.4796753,0.05995941
771.7361,HEY,Girl,1.187561,0.5937805
772.9236,WHAT?,MainCharacter,0.5093994,0.2546997
773.433,WANT SOME MUSIC?,Girl,0.708313,0.1770782
774.1414,Er..,MainCharacter,0.5498047,0.2749023
774.6912,What kind of music do you like?,Girl,0.4459229,0.05574036
775.1371,Pop?,Girl,0.4776001,0.2388
775.6147,Rock? Classic?,Girl,0.4514771,0.1504924
776.0662,**RAIN** I LIKE the song have a 'rain' in its name.,MainCharacter,1.746399,0.1455332
777.8126,Here you are. my music player.,Girl,0.532959,0.076137
778.3455,Choose a song you like.,Girl,0.6504517,0.1084086
791.2497,Hey,MainCharacter,0.8388672,0.4194336
792.0886,What?,Girl,0.5050049,0.2525024
792.5936,Well...Nothing,MainCharacter,0.3455811,0.1727905
805.9221,Do you like her voice?,Girl,1.270691,0.2117818
807.1927,Yes. It's nice. ,MainCharacter,0.6965942,0.1393189
807.8893,Well- it breaks my heart.,Girl,1.16748,0.1945801
867.227,Do you like Rain?,MainCharacter,0.4802246,0.09604492
867.7072,It depends.,Girl,0.6323853,0.2107951
868.3396,Depends on what?,MainCharacter,0.4311523,0.1077881
868.7708,Whether the sky is sad or not.,Girl,0.4389648,0.05487061
869.4846,Hey,MainCharacter,1.040894,0.5204468
870.5255,What?,Girl,0.5325317,0.2662659
871.058,Well...Nothing,MainCharacter,0.4863892,0.2431946
